Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
50000,1.407283,15.2,-0.97056925,-1.8872311232345444,-1.8872311232345444,1.0
50500,1.4072831,11.058823529411764,-0.99619925,-1.905883823831876,-1.905883823831876,1.0
51000,1.407283,14.15625,-0.8619844,-1.8412526044994593,-1.8412526044994593,1.0
51500,1.4068009,19.92,-0.9262471,-1.514724506638371,-1.514724506638371,1.0
52000,1.4059248,18.5,-0.7839709,-1.5567521064987648,-1.5567521064987648,1.0
52500,1.405925,19.925925925925927,-1.0344973,-1.4817907283348697,-1.4817907283348697,1.0
53000,1.405925,11.555555555555555,-0.9592221,-1.823627919025187,-1.823627919025187,1.0
53500,1.405925,17.73913043478261,-1.0050371,-1.6999320836427312,-1.6999320836427312,1.0
54000,1.4059249,19.10810810810811,-1.0444454,-1.6967869721151687,-1.6967869721151687,1.0
54500,1.4059248,8.767441860465116,-1.1397551,-1.6505725957534236,-1.6505725957534236,1.0
55000,1.4059248,19.45,-1.036452,-1.8096476981327647,-1.8096476981327647,1.0
55500,1.4059249,17.964285714285715,-0.9842406,-1.4710061374913763,-1.4710061374913763,1.0
56000,1.4059249,13.272727272727273,-1.0241171,-1.8739866000233274,-1.8739866000233274,1.0
56500,1.4059248,17.958333333333332,-0.9650891,-1.7779593891822374,-1.7779593891822374,1.0
57000,1.405925,14.62962962962963,-1.1021123,-1.8563969869304586,-1.8563969869304586,1.0
57500,1.405925,14.344827586206897,-1.0476407,-1.6459119585824424,-1.6459119585824424,1.0
58000,1.4059249,16.870967741935484,-1.0549734,-1.6649597042705864,-1.6649597042705864,1.0
58500,1.4059249,15.378378378378379,-1.1547837,-1.6244411518176396,-1.6244411518176396,1.0
59000,1.4059248,14.521739130434783,-0.960072,-1.8658991948417996,-1.8658991948417996,1.0
59500,1.405925,19.28,-0.9555073,-1.8577485072116058,-1.8577485072116058,1.0
60000,1.4059249,12.25,-1.1667218,-1.913104417600802,-1.913104417600802,1.0
60500,1.405925,20.29032258064516,-0.995275,-1.6622944790269099,-1.6622944790269099,1.0
61000,1.4059249,12.375,-1.077437,-1.8449961564370565,-1.8449961564370565,1.0
61500,1.4059249,18.53846153846154,-1.0411348,-1.7519132569432259,-1.7519132569432259,1.0
62000,1.4044333,14.096774193548388,-1.2037032,-1.7923344179627396,-1.7923344179627396,1.0
62500,1.403883,30.928571428571427,-0.8366381,-1.3564033538103104,-1.3564033538103104,1.0
63000,1.403883,15.076923076923077,-1.1049649,-1.4848883338988974,-1.4848883338988974,1.0
